b,b_i_agg_count_unique_max,b_i_agg_count_unique_median,b_i_agg_count_unique_mean,b_i_agg_count_unique_std
30355.0,4.0,0.0,1.3333333333333333,1.8856180831641267
30358.0,1.0,0.0,0.3333333333333333,0.4714045207910317
30561.0,1.0,0.0,0.3333333333333333,0.4714045207910317
30721.0,1.0,0.0,0.3333333333333333,0.4714045207910317
30727.0,5.0,0.0,1.6666666666666667,2.357022603955158
30730.0,1.0,0.0,0.3333333333333333,0.4714045207910317
30734.0,1.0,1.0,0.6666666666666666,0.4714045207910317
30742.0,1.0,0.0,0.3333333333333333,0.4714045207910317
30750.0,2.0,0.0,0.6666666666666666,0.9428090415820634
30778.0,1.0,0.0,0.3333333333333333,0.4714045207910317
30791.0,1.0,0.0,0.3333333333333333,0.4714045207910317
30793.0,2.0,0.0,0.6666666666666666,0.9428090415820634
30798.0,4.0,1.0,1.6666666666666667,1.699673171197595
30804.0,1.0,0.0,0.3333333333333333,0.4714045207910317
30811.0,1.0,0.0,0.3333333333333333,0.4714045207910317
30812.0,3.0,0.0,1.0,1.4142135623730951
30817.0,1.0,0.0,0.3333333333333333,0.4714045207910317
30819.0,1.0,0.0,0.3333333333333333,0.4714045207910317
30831.0,1.0,0.0,0.3333333333333333,0.4714045207910317
30832.0,1.0,0.0,0.3333333333333333,0.4714045207910317
30833.0,6.0,5.0,3.6666666666666665,2.6246692913372702
31017.0,5.0,2.0,2.3333333333333335,2.0548046676563256
31019.0,1.0,0.0,0.3333333333333333,0.4714045207910317
31027.0,3.0,0.0,1.0,1.4142135623730951
31037.0,1.0,0.0,0.3333333333333333,0.4714045207910317
31039.0,1.0,0.0,0.3333333333333333,0.4714045207910317
31063.0,1.0,0.0,0.3333333333333333,0.4714045207910317
31070.0,1.0,0.0,0.3333333333333333,0.4714045207910317
31095.0,1.0,0.0,0.3333333333333333,0.4714045207910317
31102.0,1.0,0.0,0.3333333333333333,0.4714045207910317
31129.0,1.0,0.0,0.3333333333333333,0.4714045207910317
31133.0,2.0,0.0,0.6666666666666666,0.9428090415820634
31165.0,3.0,0.0,1.0,1.4142135623730951
32006.0,1.0,1.0,0.6666666666666666,0.4714045207910317
32133.0,1.0,1.0,0.6666666666666666,0.4714045207910317
32293.0,2.0,0.0,0.6666666666666666,0.9428090415820634
32295.0,1.0,0.0,0.3333333333333333,0.4714045207910317
32382.0,1.0,0.0,0.3333333333333333,0.4714045207910317
32994.0,1.0,0.0,0.3333333333333333,0.4714045207910317
33010.0,1.0,0.0,0.3333333333333333,0.4714045207910317
33017.0,1.0,1.0,0.6666666666666666,0.4714045207910317
33033.0,2.0,1.0,1.0,0.816496580927726
33041.0,1.0,0.0,0.3333333333333333,0.4714045207910317
33046.0,2.0,1.0,1.0,0.816496580927726
33054.0,2.0,0.0,0.6666666666666666,0.9428090415820634
33073.0,1.0,0.0,0.3333333333333333,0.4714045207910317
34001.0,1.0,1.0,0.6666666666666666,0.4714045207910317
34039.0,2.0,0.0,0.6666666666666666,0.9428090415820634
34074.0,3.0,0.0,1.0,1.4142135623730951
34076.0,1.0,0.0,0.3333333333333333,0.4714045207910317
34079.0,1.0,0.0,0.3333333333333333,0.4714045207910317
34096.0,1.0,0.0,0.3333333333333333,0.4714045207910317
34106.0,1.0,0.0,0.3333333333333333,0.4714045207910317
34122.0,1.0,0.0,0.3333333333333333,0.4714045207910317
34129.0,1.0,0.0,0.3333333333333333,0.4714045207910317
34175.0,1.0,0.0,0.3333333333333333,0.4714045207910317
34214.0,4.0,3.0,2.3333333333333335,1.699673171197595
34224.0,3.0,2.0,1.6666666666666667,1.247219128924647
34241.0,1.0,0.0,0.3333333333333333,0.4714045207910317
34249.0,1.0,0.0,0.3333333333333333,0.4714045207910317
34272.0,1.0,1.0,0.6666666666666666,0.4714045207910317
34384.0,1.0,0.0,0.3333333333333333,0.4714045207910317
34763.0,2.0,0.0,0.6666666666666666,0.9428090415820634
34800.0,1.0,1.0,0.6666666666666666,0.4714045207910317
34810.0,1.0,0.0,0.3333333333333333,0.4714045207910317
34832.0,1.0,0.0,0.3333333333333333,0.4714045207910317
34846.0,1.0,0.0,0.3333333333333333,0.4714045207910317
34856.0,1.0,0.0,0.3333333333333333,0.4714045207910317
