,b,c,b_c_agg_count_max,b_c_agg_count_median,b_c_agg_count_mean,b_c_agg_count_std,b_c_agg_amount_max,b_c_agg_amount_median,b_c_agg_amount_mean,b_c_agg_amount_std
0,10003.0,10119.0,1.0,0.0,0.3333333333333333,0.4714045207910317,5.0,0.0,1.6666666666666667,2.357022603955158
1,10007.0,10000.0,11.0,6.0,7.666666666666667,2.357022603955158,37.8,32.8,32.43333333333333,4.538967087589667
2,10007.0,10116.0,4.0,3.0,3.0,0.816496580927726,10.4,7.800000000000002,7.800000000000001,2.1228911104120876
3,10010.0,10421.0,1.0,0.0,0.3333333333333333,0.4714045207910317,47.0,0.0,15.666666666666666,22.15601247717849
4,10012.0,10310.0,1.0,0.0,0.3333333333333333,0.4714045207910317,9.8,0.0,3.266666666666667,4.619764303752111
5,10012.0,10440.0,1.0,1.0,0.6666666666666666,0.4714045207910317,158.0,68.0,75.33333333333333,64.71132478597201
6,10012.0,10441.0,2.0,1.0,1.0,0.816496580927726,66.0,58.0,41.333333333333336,29.4089933334837
7,10012.0,10450.0,1.0,0.0,0.3333333333333333,0.4714045207910317,99.0,0.0,33.0,46.66904755831214
8,10012.0,10603.0,1.0,0.0,0.3333333333333333,0.4714045207910317,108.0,0.0,36.0,50.91168824543142
9,10015.0,10136.0,3.0,1.0,1.3333333333333333,1.247219128924647,18.5,3.5,7.333333333333333,8.024268744807149
10,10033.0,10151.0,21.0,5.0,10.333333333333334,7.542472332656507,127.0,34.0,63.666666666666664,44.81319250201019
11,10038.0,10401.0,2.0,0.0,0.6666666666666666,0.9428090415820634,11.2,0.0,3.733333333333333,5.279730632859555
12,10043.0,10502.0,1.0,0.0,0.3333333333333333,0.4714045207910317,10.0,0.0,3.3333333333333335,4.714045207910316
13,10045.0,10101.0,1.0,0.0,0.3333333333333333,0.4714045207910317,11.9,0.0,3.966666666666667,5.609713797413278
14,10045.0,10102.0,3.0,0.0,1.0,1.4142135623730951,44.40000000000001,0.0,14.800000000000004,20.930360723121815
15,10045.0,10109.0,1.0,0.0,0.3333333333333333,0.4714045207910317,11.9,0.0,3.966666666666667,5.609713797413278
16,10045.0,10110.0,1.0,0.0,0.3333333333333333,0.4714045207910317,11.8,0.0,3.9333333333333336,5.562573345334174
17,10045.0,10112.0,3.0,0.0,1.0,1.4142135623730951,28.2,0.0,9.4,13.293607486307092
18,10045.0,10119.0,2.0,2.0,1.6666666666666667,0.4714045207910317,11.2,8.2,8.466666666666667,2.1312489817527704
19,10047.0,10410.0,1.0,0.0,0.3333333333333333,0.4714045207910317,7.9,0.0,2.6333333333333333,3.7240957142491506
20,10047.0,10411.0,1.0,0.0,0.3333333333333333,0.4714045207910317,22.5,0.0,7.5,10.606601717798213
21,10049.0,10502.0,2.0,0.0,0.6666666666666666,0.9428090415820634,20.0,0.0,6.666666666666667,9.428090415820632
22,10053.0,10141.0,2.0,1.0,1.0,0.816496580927726,5.8,2.9,2.9,2.3678400846904055
23,10060.0,10112.0,1.0,0.0,0.3333333333333333,0.4714045207910317,2.5,0.0,0.8333333333333334,1.178511301977579
24,10060.0,10114.0,1.0,0.0,0.3333333333333333,0.4714045207910317,2.5,0.0,0.8333333333333334,1.178511301977579
25,10060.0,10117.0,4.0,0.0,1.3333333333333333,1.8856180831641267,10.0,0.0,3.3333333333333335,4.714045207910316
