u,i,u_count_all,u_count_2,u_count_3,u_count_4,u_amount_all,u_amount_2,u_amount_3,u_amount_4,u_i_count_all,u_i_count_2,u_i_count_3,u_i_count_4,u_i_amount_all,u_i_amount_2,u_i_amount_3,u_i_amount_4,i_count_all,i_count_2,i_count_3,i_count_4,i_amount_all,i_amount_2,i_amount_3,i_amount_4,u_i_count_unique_all,u_i_count_unique_2,u_i_count_unique_3,u_i_count_unique_4,i_user_all,i_user_2,i_user_3,i_user_4,u_i_agg_count_max,u_i_agg_count_median,u_i_agg_count_mean,u_i_agg_count_std,u_i_agg_amount_max,u_i_agg_amount_median,u_i_agg_amount_mean,u_i_agg_amount_std,u_agg_count_max,u_agg_count_median,u_agg_count_mean,u_agg_count_std,u_agg_amount_max,u_agg_amount_median,u_agg_amount_mean,u_agg_amount_std,i_agg_count_max,i_agg_count_median,i_agg_count_mean,i_agg_count_std,i_agg_amount_max,i_agg_amount_median,i_agg_amount_mean,i_agg_amount_std,u_i_agg_count_unique_max,u_i_agg_count_unique_median,u_i_agg_count_unique_mean,u_i_agg_count_unique_std,i_agg_user_max,i_agg_user_max_median,i_agg_user_max_mean,i_agg_user_max_std,i_user_agg_count_mean,i_user_agg_count_std,i_user_agg_count_max,i_user_agg_count_median,i_user_agg_amount_mean,i_user_agg_amount_std,i_user_agg_amount_max,i_user_agg_amount_median,u_i_user_agg_count_mean,u_i_user_agg_count_std,u_i_user_agg_count_max,u_i_user_agg_count_median,u_i_user_agg_amount_mean,u_i_user_agg_amount_std,u_i_user_agg_amount_max,u_i_user_agg_amount_median
781924,34023002,41.0,24.0,17.0,0,142.5,62.0,80.5,0,1.0,0.0,1.0,0,15.0,0.0,15.0,0,1.0,0.0,1.0,0,15.0,0.0,15.0,0,11,4,7,0,1,0,1,0,1.0,0.0,0.3333333333333333,0.4714045207910317,15.0,0.0,5.0,7.071067811865476,24.0,17.0,13.666666666666664,10.077477638553985,80.5,62.0,47.5,34.42624967472737,1.0,0.0,0.3333333333333333,0.4714045207910317,15.0,0.0,5.0,7.071067811865476,7,4,3.6666666666666665,2.867441755680876,1,0,0.33,0.47,1.0,0.0,1,1,15.0,0.0,15.0,15.0,1.0,0.0,1,1,12.95,9.24,36.8,13.8
13325038116,10150038,139.751,132.75,7.001,0,1310.3,173.3,1137.0,0,1.0,1.0,0.0,0,4.0,4.0,0.0,0,2.0,1.0,1.0,0,8.0,4.0,4.0,0,9,6,3,0,2,1,1,0,1.0,0.0,0.3333333333333333,0.4714045207910317,4.0,0.0,1.3333333333333333,1.8856180831641267,132.75,7.001,46.58366666666666,60.99579903749292,1137.0,173.3,436.76666666666665,500.1688137241488,1.0,1.0,0.6666666666666666,0.4714045207910317,4.0,4.0,2.6666666666666665,1.8856180831641267,6,3,3.0,2.449489742783178,1,1,0.67,0.47,1.0,0.0,1,1,4.0,0.0,4.0,4.0,1.22,0.42,2,1,145.59,342.71,1110.0,14.9
13325038116,10201017,139.751,132.75,7.001,0,1310.3,173.3,1137.0,0,2.0,2.0,0.0,0,2.0,2.0,0.0,0,17.0,17.0,0.0,0,17.0,17.0,0.0,0,9,6,3,0,3,3,0,0,2.0,0.0,0.6666666666666666,0.9428090415820634,2.0,0.0,0.6666666666666666,0.9428090415820634,132.75,7.001,46.58366666666666,60.99579903749292,1137.0,173.3,436.76666666666665,500.1688137241488,17.0,0.0,5.666666666666668,8.013876853447538,17.0,0.0,5.666666666666668,8.013876853447538,6,3,3.0,2.449489742783178,3,0,1.0,1.41,2.33,0.47,3,2,5.67,4.5,12.0,3.0,1.22,0.42,2,1,145.59,342.71,1110.0,14.9
13325038116,10450048,139.751,132.75,7.001,0,1310.3,173.3,1137.0,0,6.0,0.0,6.0,0,1110.0,0.0,1110.0,0,6.0,0.0,6.0,0,1110.0,0.0,1110.0,0,9,6,3,0,1,0,1,0,6.0,0.0,2.0,2.8284271247461903,1110.0,0.0,370.0,523.2590180780452,132.75,7.001,46.58366666666666,60.99579903749292,1137.0,173.3,436.76666666666665,500.1688137241488,6.0,0.0,2.0,2.8284271247461903,1110.0,0.0,370.0,523.2590180780452,6,3,3.0,2.449489742783178,1,0,0.33,0.47,1.0,0.0,1,1,1110.0,0.0,1110.0,1110.0,1.22,0.42,2,1,145.59,342.71,1110.0,14.9
13325038116,15114000,139.751,132.75,7.001,0,1310.3,173.3,1137.0,0,6.0,6.0,0.0,0,10.4,10.4,0.0,0,29.0,23.0,6.0,0,52.0,37.6,14.4,0,9,6,3,0,7,6,1,0,6.0,0.0,2.0,2.8284271247461903,10.4,0.0,3.466666666666667,4.902607016226731,132.75,7.001,46.58366666666666,60.99579903749292,1137.0,173.3,436.76666666666665,500.1688137241488,23.0,6.0,9.666666666666666,9.741092797468305,37.6,14.4,17.333333333333332,15.489638113554781,6,3,3.0,2.449489742783178,6,1,2.33,2.62,1.14,0.35,2,1,7.43,3.98,14.4,6.4,1.22,0.42,2,1,145.59,342.71,1110.0,14.9
13325038116,15120003,139.751,132.75,7.001,0,1310.3,173.3,1137.0,0,1.0,1.0,0.0,0,14.9,14.9,0.0,0,1.0,1.0,0.0,0,14.9,14.9,0.0,0,9,6,3,0,1,1,0,0,1.0,0.0,0.3333333333333333,0.4714045207910317,14.9,0.0,4.966666666666667,7.023927359786372,132.75,7.001,46.58366666666666,60.99579903749292,1137.0,173.3,436.76666666666665,500.1688137241488,1.0,0.0,0.3333333333333333,0.4714045207910317,14.9,0.0,4.966666666666667,7.023927359786372,6,3,3.0,2.449489742783178,1,0,0.33,0.47,1.0,0.0,1,1,14.9,0.0,14.9,14.9,1.22,0.42,2,1,145.59,342.71,1110.0,14.9
13325038116,15120006,139.751,132.75,7.001,0,1310.3,173.3,1137.0,0,1.0,0.0,1.0,0,22.0,0.0,22.0,0,2.0,0.0,2.0,0,44.0,0.0,44.0,0,9,6,3,0,2,0,2,0,1.0,0.0,0.3333333333333333,0.4714045207910317,22.0,0.0,7.333333333333332,10.370899457402695,132.75,7.001,46.58366666666666,60.99579903749292,1137.0,173.3,436.76666666666665,500.1688137241488,2.0,0.0,0.6666666666666666,0.9428090415820634,44.0,0.0,14.666666666666664,20.741798914805397,6,3,3.0,2.449489742783178,2,0,0.67,0.94,1.0,0.0,1,1,22.0,0.0,22.0,22.0,1.22,0.42,2,1,145.59,342.71,1110.0,14.9
13325038116,23110001,139.751,132.75,7.001,0,1310.3,173.3,1137.0,0,120.0,120.0,0.0,0,120.0,120.0,0.0,0,568.0,329.0,239.0,0,568.0,329.0,239.0,0,9,6,3,0,27,16,14,0,120.0,0.0,40.0,56.56854249492381,120.0,0.0,40.0,56.56854249492381,132.75,7.001,46.58366666666666,60.99579903749292,1137.0,173.3,436.76666666666665,500.1688137241488,329.0,239.0,189.33333333333331,138.82923163208662,329.0,239.0,189.33333333333331,138.82923163208662,6,3,3.0,2.449489742783178,16,14,10.0,7.12,1.11,0.31,2,1,21.04,27.35,120.0,11.0,1.22,0.42,2,1,145.59,342.71,1110.0,14.9
13325038116,23132061,139.751,132.75,7.001,0,1310.3,173.3,1137.0,0,0.001,0.0,0.001,0,5.0,0.0,5.0,0,0.01800000000000001,0.011000000000000005,0.006999999999999999,0,100.0,65.0,35.0,0,9,6,3,0,11,8,5,0,0.001,0.0,0.0003333333333333333,0.00047140452079103164,5.0,0.0,1.6666666666666667,2.3570226039551585,132.75,7.001,46.58366666666666,60.99579903749292,1137.0,173.3,436.76666666666665,500.1688137241488,0.011000000000000005,0.006999999999999999,0.006000000000000001,0.004546060565661953,65.0,35.0,33.333333333333336,26.562295750848712,6,3,3.0,2.449489742783178,8,5,4.33,3.3,1.64,0.77,3,1,9.09,4.17,15.0,10.0,1.22,0.42,2,1,145.59,342.71,1110.0,14.9
13325038116,27000582,139.751,132.75,7.001,0,1310.3,173.3,1137.0,0,2.75,2.75,0.0,0,22.0,22.0,0.0,0,85.25,34.0,51.25,0,654.0,272.0,382.0,0,9,6,3,0,29,15,21,0,2.75,0.0,0.9166666666666666,1.2963624321753369,22.0,0.0,7.333333333333332,10.370899457402695,132.75,7.001,46.58366666666666,60.99579903749292,1137.0,173.3,436.76666666666665,500.1688137241488,51.25,34.0,28.41666666666667,21.29195205288191,382.0,272.0,218.0,160.55736254269584,6,3,3.0,2.449489742783178,21,15,12.0,8.83,2.1,2.14,9,1,22.55,27.69,118.0,10.0,1.22,0.42,2,1,145.59,342.71,1110.0,14.9
13854627199,14701015,22.79,22.79,0.0,0,218.59,218.59,0.0,0,1.0,1.0,0.0,0,58.8,58.8,0.0,0,1.0,1.0,0.0,0,58.8,58.8,0.0,0,17,17,0,0,1,1,0,0,1.0,0.0,0.3333333333333333,0.4714045207910317,58.8,0.0,19.6,27.718585822512665,22.79,0.0,7.596666666666668,10.743309028827612,218.59,0.0,72.86333333333333,103.04431419971162,1.0,0.0,0.3333333333333333,0.4714045207910317,58.8,0.0,19.6,27.718585822512665,17,0,5.666666666666668,8.013876853447538,1,0,0.33,0.47,1.0,0.0,1,1,58.8,0.0,58.8,58.8,1.24,0.42,2,1,12.86,15.07,58.8,5.65
13854627199,14750062,22.79,22.79,0.0,0,218.59,218.59,0.0,0,2.0,2.0,0.0,0,25.2,25.2,0.0,0,2.0,2.0,0.0,0,25.2,25.2,0.0,0,17,17,0,0,1,1,0,0,2.0,0.0,0.6666666666666666,0.9428090415820634,25.2,0.0,8.4,11.879393923933996,22.79,0.0,7.596666666666668,10.743309028827612,218.59,0.0,72.86333333333333,103.04431419971162,2.0,0.0,0.6666666666666666,0.9428090415820634,25.2,0.0,8.4,11.879393923933996,17,0,5.666666666666668,8.013876853447538,1,0,0.33,0.47,2.0,0.0,2,2,25.2,0.0,25.2,25.2,1.24,0.42,2,1,12.86,15.07,58.8,5.65
13854627199,22002240,22.79,22.79,0.0,0,218.59,218.59,0.0,0,1.036,1.036,0.0,0,6.2,6.2,0.0,0,20.605,18.562,2.043,0,119.01,95.05,23.96,0,17,17,0,0,18,15,4,0,1.036,0.0,0.3453333333333333,0.4883750835395089,6.2,0.0,2.066666666666667,2.9227080289043963,22.79,0.0,7.596666666666668,10.743309028827612,218.59,0.0,72.86333333333333,103.04431419971162,18.562,2.043,6.868333333333332,8.310629431971778,95.05,23.96,39.67,40.362760890041535,17,0,5.666666666666668,8.013876853447538,15,4,6.33,6.34,1.22,0.42,2,1,6.61,3.41,14.95,5.86,1.24,0.42,2,1,12.86,15.07,58.8,5.65
13854627199,22036000,22.79,22.79,0.0,0,218.59,218.59,0.0,0,2.466,2.466,0.0,0,17.66,17.66,0.0,0,57.736999999999995,27.439,30.298000000000002,0,367.27,177.85000000000005,189.42,0,17,17,0,0,39,22,20,0,2.4659999999999997,0.0,0.8220000000000001,1.162483548270684,17.66,0.0,5.886666666666668,8.32500383716962,22.79,0.0,7.596666666666668,10.743309028827612,218.59,0.0,72.86333333333333,103.04431419971162,30.298,27.439,19.245666666666672,13.658702581952,189.42,177.85000000000005,122.42333333333336,86.6951387846452,17,0,5.666666666666668,8.013876853447538,22,20,14.0,9.93,1.21,0.52,3,1,9.42,7.42,36.21,6.17,1.24,0.42,2,1,12.86,15.07,58.8,5.65
13854627199,22100010,22.79,22.79,0.0,0,218.59,218.59,0.0,0,0.986,0.986,0.0,0,3.12,3.12,0.0,0,15.96,9.002,6.957999999999998,0,48.21000000000001,29.49000000000001,18.72,0,17,17,0,0,21,14,8,0,0.986,0.0,0.32866666666666666,0.4648048574999572,3.12,0.0,1.04,1.470782104868019,22.79,0.0,7.596666666666668,10.743309028827612,218.59,0.0,72.86333333333333,103.04431419971162,9.002,6.9579999999999975,5.3199999999999985,3.8532483266286732,29.49000000000001,18.72,16.070000000000004,12.184194679994244,17,0,5.666666666666668,8.013876853447538,14,8,7.33,5.73,1.29,1.08,6,1,2.3,1.68,8.64,1.85,1.24,0.42,2,1,12.86,15.07,58.8,5.65
13854627199,22102005,22.79,22.79,0.0,0,218.59,218.59,0.0,0,0.47,0.47,0.0,0,1.02,1.02,0.0,0,24.468000000000004,21.194000000000003,3.2739999999999996,0,50.56,37.540000000000006,13.02,0,17,17,0,0,32,25,8,0,0.47,0.0,0.15666666666666665,0.22156012477178488,1.02,0.0,0.34,0.4808326112068523,22.79,0.0,7.596666666666668,10.743309028827612,218.59,0.0,72.86333333333333,103.04431419971162,21.194000000000006,3.274,8.156,9.315644618955078,37.540000000000006,13.02,16.853333333333335,15.563498606961383,17,0,5.666666666666668,8.013876853447538,25,8,11.0,10.42,1.16,0.36,2,1,1.58,0.88,4.35,1.36,1.24,0.42,2,1,12.86,15.07,58.8,5.65
13854627199,22103005,22.79,22.79,0.0,0,218.59,218.59,0.0,0,1.956,1.956,0.0,0,2.28,2.28,0.0,0,8.256,6.376,1.88,0,9.36,6.159999999999998,3.2,0,17,17,0,0,7,5,2,0,1.956,0.0,0.652,0.922067242667258,2.28,0.0,0.7599999999999999,1.0748023074035522,22.79,0.0,7.596666666666668,10.743309028827612,218.59,0.0,72.86333333333333,103.04431419971162,6.376,1.88,2.752,2.6750242366503274,6.1599999999999975,3.2,3.12,2.515445619898523,17,0,5.666666666666668,8.013876853447538,5,2,2.33,2.05,1.29,0.45,2,1,1.34,0.55,2.28,1.24,1.24,0.42,2,1,12.86,15.07,58.8,5.65
13854627199,22103006,22.79,22.79,0.0,0,218.59,218.59,0.0,0,2.812,2.812,0.0,0,5.24,5.24,0.0,0,4.734,3.77,0.964,0,9.96,7.880000000000001,2.08,0,17,17,0,0,3,2,1,0,2.812,0.0,0.9373333333333332,1.3255895124643808,5.24,0.0,1.7466666666666668,2.4701596889450057,22.79,0.0,7.596666666666668,10.743309028827612,218.59,0.0,72.86333333333333,103.04431419971162,3.77,0.9640000000000001,1.578,1.5991606131551224,7.880000000000001,2.08,3.3200000000000003,3.334346512686807,17,0,5.666666666666668,8.013876853447538,2,1,1.0,0.82,1.33,0.47,2,1,3.32,1.38,5.24,2.64,1.24,0.42,2,1,12.86,15.07,58.8,5.65
13854627199,22103010,22.79,22.79,0.0,0,218.59,218.59,0.0,0,1.334,1.334,0.0,0,2.11,2.11,0.0,0,11.834000000000001,5.8020000000000005,6.032,0,20.2,10.33,9.87,0,17,17,0,0,9,5,4,0,1.334,0.0,0.4446666666666667,0.6288536307352363,2.11,0.0,0.7033333333333333,0.9946635388690768,22.79,0.0,7.596666666666668,10.743309028827612,218.59,0.0,72.86333333333333,103.04431419971162,6.032,5.8020000000000005,3.9446666666666665,2.7908805460324206,10.33,9.87,6.7333333333333325,4.764887779954063,17,0,5.666666666666668,8.013876853447538,5,4,3.0,2.16,1.11,0.31,2,1,2.24,0.94,4.18,2.11,1.24,0.42,2,1,12.86,15.07,58.8,5.65
13854627199,22103011,22.79,22.79,0.0,0,218.59,218.59,0.0,0,0.574,0.574,0.0,0,1.58,1.58,0.0,0,8.038,1.43,6.608,0,18.52,4.9700000000000015,13.55,0,17,17,0,0,8,2,7,0,0.574,0.0,0.19133333333333333,0.27058619493405217,1.58,0.0,0.5266666666666667,0.74481914284983,22.79,0.0,7.596666666666668,10.743309028827612,218.59,0.0,72.86333333333333,103.04431419971162,6.608,1.43,2.6793333333333336,2.838666510098633,13.55,4.9700000000000015,6.173333333333335,5.596822511231013,17,0,5.666666666666668,8.013876853447538,7,2,3.0,2.94,1.12,0.33,2,1,2.31,1.05,4.83,2.26,1.24,0.42,2,1,12.86,15.07,58.8,5.65
13854627199,22601002,22.79,22.79,0.0,0,218.59,218.59,0.0,0,1.69,1.69,0.0,0,13.49,13.49,0.0,0,3.708,3.708,0.0,0,25.56,25.56,0.0,0,17,17,0,0,2,2,0,0,1.69,0.0,0.5633333333333334,0.7966736401368435,13.49,0.0,4.496666666666667,6.359246985471017,22.79,0.0,7.596666666666668,10.743309028827612,218.59,0.0,72.86333333333333,103.04431419971162,3.708,0.0,1.236,1.7479679630931455,25.56,0.0,8.52,12.049099551418767,17,0,5.666666666666668,8.013876853447538,2,0,0.67,0.94,1.0,0.0,1,1,12.78,0.71,13.49,13.49,1.24,0.42,2,1,12.86,15.07,58.8,5.65
13854627199,24010812,22.79,22.79,0.0,0,218.59,218.59,0.0,0,0.58,0.58,0.0,0,34.57,34.57,0.0,0,0.58,0.58,0.0,0,34.57,34.57,0.0,0,17,17,0,0,1,1,0,0,0.58,0.0,0.19333333333333333,0.27341462205879835,34.57,0.0,11.523333333333332,16.296454283745966,22.79,0.0,7.596666666666668,10.743309028827612,218.59,0.0,72.86333333333333,103.04431419971162,0.58,0.0,0.19333333333333333,0.27341462205879835,34.57,0.0,11.523333333333332,16.296454283745966,17,0,5.666666666666668,8.013876853447538,1,0,0.33,0.47,1.0,0.0,1,1,34.57,0.0,34.57,34.57,1.24,0.42,2,1,12.86,15.07,58.8,5.65
13854627199,25111021,22.79,22.79,0.0,0,218.59,218.59,0.0,0,2.0,2.0,0.0,0,3.0,3.0,0.0,0,2.0,2.0,0.0,0,3.0,3.0,0.0,0,17,17,0,0,1,1,0,0,2.0,0.0,0.6666666666666666,0.9428090415820634,3.0,0.0,1.0,1.4142135623730951,22.79,0.0,7.596666666666668,10.743309028827612,218.59,0.0,72.86333333333333,103.04431419971162,2.0,0.0,0.6666666666666666,0.9428090415820634,3.0,0.0,1.0,1.4142135623730951,17,0,5.666666666666668,8.013876853447538,1,0,0.33,0.47,1.0,0.0,1,1,3.0,0.0,3.0,3.0,1.24,0.42,2,1,12.86,15.07,58.8,5.65
13854627199,25120014,22.79,22.79,0.0,0,218.59,218.59,0.0,0,3.0,3.0,0.0,0,3.6,3.6,0.0,0,28.666999999999998,5.0,23.666999999999998,0,34.8,6.0,28.8,0,17,17,0,0,8,2,7,0,3.0,0.0,1.0,1.4142135623730951,3.6,0.0,1.2,1.6970562748477145,22.79,0.0,7.596666666666668,10.743309028827612,218.59,0.0,72.86333333333333,103.04431419971162,23.667,5.0,9.555666666666664,10.184867740372914,28.8,6.0,11.6,12.40644993541666,17,0,5.666666666666668,8.013876853447538,7,2,3.0,2.94,1.38,0.48,2,1,4.35,1.58,7.2,4.8,1.24,0.42,2,1,12.86,15.07,58.8,5.65
13854627199,25405948,22.79,22.79,0.0,0,218.59,218.59,0.0,0,0.514,0.514,0.0,0,5.65,5.65,0.0,0,2.712,1.122,1.59,0,29.84,12.34,17.5,0,17,17,0,0,4,2,3,0,0.514,0.0,0.17133333333333334,0.2423019236865903,5.65,0.0,1.8833333333333333,2.6634355424693292,22.79,0.0,7.596666666666668,10.743309028827612,218.59,0.0,72.86333333333333,103.04431419971162,1.59,1.122,0.904,0.667167145474056,17.5,12.34,9.946666666666667,7.342049365734942,17,0,5.666666666666668,8.013876853447538,3,2,1.67,1.25,1.25,0.43,2,1,7.46,2.96,12.59,5.9,1.24,0.42,2,1,12.86,15.07,58.8,5.65
13854627199,27030020,22.79,22.79,0.0,0,218.59,218.59,0.0,0,0.002,0.002,0.0,0,25.6,25.6,0.0,0,0.003,0.003,0.0,0,38.40000000000001,38.40000000000001,0.0,0,17,17,0,0,2,2,0,0,0.002,0.0,0.0006666666666666666,0.0009428090415820633,25.6,0.0,8.533333333333333,12.067955732250411,22.79,0.0,7.596666666666668,10.743309028827612,218.59,0.0,72.86333333333333,103.04431419971162,0.003,0.0,0.001,0.001414213562373095,38.40000000000001,0.0,12.800000000000004,18.101933598375627,17,0,5.666666666666668,8.013876853447538,2,0,0.67,0.94,1.5,0.5,2,2,19.2,6.4,25.6,25.6,1.24,0.42,2,1,12.86,15.07,58.8,5.65
